Latitude,Longitude,Title
151.003546,-33.948372,Callistemon viminalis   GBU UBH D4B 5CP
151.004641,-33.969009,Callistemon viminalis   BAS QEV M45 3GY
151.004663,-33.968851,Callistemon viminalis   TNO FVX AGY 444
151.003556,-33.948273,Callistemon viminalis   5SX QGG U5K QOK
151.004634,-33.968694,Callistemon viminalis   MSP 9EO RAU YUS
151.00373,-33.948306,Callistemon viminalis   88U RD6 CRP GQE
151.004655,-33.968418,Callistemon viminalis   33P 3TW 6BB 9KG
151.004692,-33.968294,Callistemon viminalis   JUH KK5 BDQ 7SN
151.004899,-33.967762,Callistemon viminalis   MUX Y69 3CU 2UQ
151.00493,-33.967597,Brachychiton acerifolius   3N7 7CH R7D C9W
151.003269,-33.948448,Callistemon viminalis   GFM VF7 C6Z OFD
151.002789,-33.949364,Callistemon viminalis   OFY OAS FEN YK9
151.004961,-33.967501,Eucalyptus paniculata   1R6 9M9 GOZ 3S5
151.002721,-33.949368,Callistemon viminalis   VFE EUC Z66 W9Y
151.003267,-33.94856,Eucalyptus sp.   96K 5WQ 67M MO8
151.003227,-33.948669,Eucalyptus ficifolia (grafted stock)   KSP DKO P9A 631
151.002647,-33.949372,Callistemon viminalis   NHH F3B YMW ZRK
151.004948,-33.967414,Callistemon viminalis   ZYG 44A YP1 WNX
151.004991,-33.967299,Prunus cerasifera 'Nigra'   UX8 EA8 EVN BEU
151.003185,-33.948765,Jacaranda mimosifolia   XUG TWZ Q3P 8KJ
151.002782,-33.949387,Pistachia chinensis   1NA 21B P8X D43
151.003177,-33.948947,Eucalyptus cinerea   AF9 BWW RUT QD4
151.00224,-33.949436,Pistachia chinensis   EJ9 ZR9 PQM QB9
151.004175,-33.967124,Callistemon viminalis   RKB H1W XHE TGA
151.001891,-33.949475,Pistachia chinensis   M3J 78U 4ZN WPC
151.003117,-33.949144,Eucalyptus sp.   P2C PBB 383 UTF
151.00508,-33.966795,Callistemon viminalis   UQ9 XNX 1VG 96R
151.00513,-33.966618,Callistemon viminalis   B31 MD3 JM6 H38
151.002912,-33.949293,Eucalyptus sp.   KMY Q8A 9FE EER
151.00513,-33.966477,Callistemon viminalis   1ER 2JQ 19Z ZRC
151.002941,-33.949236,Eucalyptus sp.   6HP 8OS 9C7 5PD
151.005108,-33.966369,Callistemon viminalis   PT4 WRK DDK PMK
151.001209,-33.949391,Callistemon viminalis   G8U DRW 1UE F41
151.002978,-33.949062,Eucalyptus sideroxylon   X5T SRJ M78 FB3
151.001093,-33.949413,Callistemon viminalis   663 XRX QHW 26R
151.005172,-33.966319,Callistemon viminalis   7CN 4EB M69 DA7
151.003018,-33.948924,Eucalyptus sideroxylon   FES P5W V48 3AR
151.005315,-33.96637,Callistemon viminalis   711 1M1 ZJU GYP
151.001083,-33.949316,Callistemon viminalis   65K D3A DV4 QJ4
151.003057,-33.948767,Eucalyptus nicholii   YYK 2KX RYO 8V1
151.005274,-33.966488,Callistemon viminalis   QMJ GE2 O8H 9Z7
151.001091,-33.949208,Callistemon viminalis   1OK CSG AOO ZYY
151.005243,-33.966597,Callistemon viminalis   EGE DNM E22 TDQ
151.00307,-33.948594,Eucalyptus sp.   PBX QCJ 4QS 5MH
151.001229,-33.949183,Callistemon viminalis   7HK XAR 3R5 2YR
151.005223,-33.966703,Callistemon viminalis   Q2P K83 246 YF6
151.003147,-33.948435,Eucalyptus sideroxylon   RJT F6J TSY VER
151.003175,-33.948309,Lophostemon confertus   SUC 66R D25 PAJ
151.005198,-33.966855,Lophostemon confertus   EWN UA4 8XR 5QW
151.001135,-33.949061,Tristaniopsis laurina   CPB AKZ P9T YEZ
151.005162,-33.966979,Callistemon viminalis   1QM H78 MAZ VNP
151.001164,-33.948903,Callistemon viminalis   G6W R89 XMY 94B
151.005135,-33.967142,Callistemon viminalis   UU2 H85 UDM 938
151.001299,-33.948901,Callistemon viminalis   AYA GNK KRZ VG2
151.005103,-33.967291,Callistemon viminalis   1J7 184 R8Z 57R
151.001399,-33.94845,Callistemon viminalis   N7S 8BY 8U5 AMW
151.00506,-33.967486,Callistemon viminalis   ZVE MO5 GWH ENU
151.005058,-33.967565,Callistemon viminalis   AC8 8RW 13B 1A7
151.005019,-33.967682,Callistemon viminalis   TTS F39 9J8 QGF
151.005015,-33.967896,Callistemon viminalis   2KD XFO 7UJ JS6
151.004975,-33.96798,Callistemon viminalis   XUU 2XF 366 82F
151.004901,-33.968118,Tristaniopsis laurina   JPM 27M X7Z FPK
151.004795,-33.968326,Callistemon viminalis   DZE JJT 5QU ZON
151.004764,-33.968828,Callistemon viminalis   5TF FZD DRD J7N
151.004773,-33.968947,Callistemon viminalis   GUO CYQ 3W2 NY2
151.001557,-33.948149,Callistemon viminalis   8GX RY5 N5C V3R
151.003199,-33.94811,Eucalyptus sideroxylon   88E F8C KHA 6VC
151.001588,-33.947998,Callistemon viminalis   37M SE3 1JN J6H
151.0047,-33.969256,Callistemon viminalis   PM9 CRY YVF RBA
151.003251,-33.94796,Melaleuca bracteata   WUO 661 JNJ FJ3
151.004652,-33.969392,Callistemon viminalis   WKU ASC MA6 A8A
151.001471,-33.947967,Callistemon viminalis   27R 2FM EER Y19
151.004612,-33.969502,Callistemon viminalis   AJQ UDW 9U1 O3G
151.001504,-33.947828,Callistemon viminalis   EAN QJH 8M1 692
151.003312,-33.947618,Lophostemon confertus   36C RF3 QP1 VRV
151.004509,-33.969748,Callistemon viminalis   DFN QTY 51B U11
151.001546,-33.947664,Callistemon viminalis   O3W RP6 82A E8Q
151.001562,-33.947562,Callistemon viminalis   NMU NWT A8M 8PG
151.00446,-33.969901,Melaleuca sp.   PQF K6F BXQ XTD
151.003361,-33.947421,Melaleuca bracteata   DSM VRM F4N U9F
151.004452,-33.969981,Sapium sebiferum   ZC7 UQ4 TSP SNW
151.00159,-33.947455,Melaleuca quinquenervia   J7F GBR O1A XH4
151.001592,-33.947426,Callistemon viminalis   TH4 AVC GG8 GZV
151.001618,-33.947294,Callistemon viminalis   JKW E4K ZTF RJK
151.001689,-33.946625,Olea europaea   EKS SCO 79W CER
151.003532,-33.947411,Syzygium paniculatum   KGN GHJ PRC CEB
151.001803,-33.946651,Callistemon sp.   DA7 PSV 84V WC1
151.003507,-33.947445,Syzygium paniculatum   XGC BUX 33F 622
151.001795,-33.946902,Callistemon viminalis   EVP 8UP O2P 1XH
151.003548,-33.947504,Unident / deciduous / Exotic   E1U DFF ONK 76O
151.0018,-33.947038,Callistemon viminalis   G9J RU8 V9Q M1Q
151.00364,-33.947516,Unident / deciduous / Exotic   FT3 63K JFS M4Q
151.001781,-33.947154,Robinia pseudoacacia   RN3 6ER ZKE GY1
151.00371,-33.94753,Other species (Exotic & Deciduous)   2SY 27M CXX 6UQ
151.003754,-33.947533,Gleditsia tricanthos   FRU RET HDG DGG
151.001549,-33.948733,Callistemon viminalis   6X6 PR5 XZY T5G
151.001492,-33.948823,Callistemon viminalis   3SX Z2O DXY 8NF
151.003892,-33.947529,Liquidambar styraciflua   1MN V63 8WD Y7Z
151.003988,-33.947567,Melaleuca bracteata   CUO 567 3F1 1KB
151.003038,-33.946542,Callistemon viminalis   JP5 C27 HHR 5KF
151.004265,-33.947353,Acacia sp. (Native & Evergreen)   HUG 3GN TTW Y7N
151.004382,-33.947553,Callistemon viminalis   63R 62Q H5P EXH
151.004319,-33.947642,Callistemon viminalis   65D 2YT AZS EV7
151.004173,-33.947677,Callistemon viminalis   7U4 TW2 PFQ 8KC
151.004018,-33.947669,Callistemon viminalis   JF1 JS5 2XW Q16
151.003851,-33.947651,Callistemon viminalis   UVP 9YJ S4R H2B
151.003623,-33.947604,Callistemon viminalis   QSO KMF FDC CE7
151.003409,-33.947846,Eucalyptus ficifolia (grafted stock)   KGR NPM S4V 3TE
151.000597,-33.946146,Callistemon viminalis   YSK QRV KA6 H9F
151.001634,-33.946317,Callistemon viminalis   2UP 4NA Q4X DZ3
151.001315,-33.94627,Callistemon viminalis   ADY WHM XAD K35
151.000189,-33.946101,Callistemon viminalis   8PF 28F A59 BTM
150.999948,-33.946061,Callistemon viminalis   5KJ 713 JOR BH1
150.999708,-33.946478,Tristaniopsis laurina   1DD TZJ OAP VNR
150.999689,-33.946619,Olea europaea   R1R 25G ZPO 8YJ
150.999528,-33.947353,Hymenosporum flavum   2TK 4MZ JFV 936
150.999491,-33.947514,Eucalyptus melliodora   SMS 1EK QOM WDU
150.999467,-33.947623,Olea europaea   4H2 N98 E8C BOR
150.999349,-33.948098,Olea europaea   9FD HRT K7R JZ1
150.999299,-33.948394,Olea europaea   REV R1O R6T ZAB
150.999265,-33.948564,Olea europaea   MK8 DOM VZV J74
150.999223,-33.948701,Olea europaea   9P6 QQA KN5 Z9Z
150.999798,-33.948774,Callistemon viminalis   8QP CFZ BDP 2E2
151.000007,-33.948748,Olea europaea   8A6 HBF WEY E52
151.000246,-33.948465,Olea europaea   OA6 C2W ATN 3QF
151.000267,-33.948347,Olea europaea   TH8 8EE HTN 8FH
151.000379,-33.947783,Olea europaea   K8A KMM FH2 UN1
151.000409,-33.947651,Olea europaea   X99 XC7 CCG CWD
151.000438,-33.947511,Olea europaea   AB6 GW4 RTZ VVR
151.000509,-33.947259,Olea europaea   FRW 4SZ S32 B8Q
151.00058,-33.946932,Olea europaea   HBU GBB JR9 T1Z
151.000594,-33.946824,Tristaniopsis laurina   699 93R WC8 Z9V
151.000708,-33.946303,Olea europaea   XVZ 2C6 JBW VGQ
151.000851,-33.946395,Callistemon viminalis   1ZU 72V 7DW UJC
151.000832,-33.946453,Callistemon viminalis   1XE 27D BF3 HWJ
151.000821,-33.946551,Callistemon viminalis   YSX YBO 1SZ 1HG
151.000794,-33.946653,Callistemon viminalis   Y3C TGV T94 YN7
151.000747,-33.946841,Olea europaea   1HA XQ9 8AY 7SE
151.000717,-33.94699,Olea europaea   8Q2 1BO CD1 ENH
151.000678,-33.94719,Eucalyptus longifolia   G3D XKG UH3 762
151.000663,-33.947268,Eucalyptus longifolia   CU2 B27 JPN HQ9
151.000641,-33.947311,Eucalyptus melliodora   52V SVY 8NW 39R
151.000627,-33.947424,Callistemon viminalis   Z4D Z7J X4P AQZ
151.000589,-33.947571,Olea europaea   2X5 EE9 4BS NQZ
151.000552,-33.947702,Eucalyptus melliodora   AD5 PY3 GUX CPQ
151.000489,-33.94801,Olea europaea   REB Z4P 6AM 6X6
151.000463,-33.948166,Olea europaea   PEO EPD 32B 3AX
151.000431,-33.948305,Olea europaea   G2H 1XQ 3QS DZV
151.0028,-33.946772,Eucalyptus ficifolia (grafted stock)   9FR ROH 5MP N5N
151.000387,-33.948487,Olea europaea   5BT 3D3 T6O 2YW
151.000362,-33.948619,Olea europaea   ZXJ N5M F4C P89
151.0027362,-33.94662527,Eucalyptus ficifolia (grafted stock)   CXR RA8 W1A 7Z2
151.000326,-33.948761,Olea europaea   CKF DAU TU9 U2O
151.002751,-33.946961,Callistemon viminalis   9AG RU1 U8M C5U
151.000289,-33.949608,Tristaniopsis laurina   W6V Y15 1Y1 D7S
151.002737,-33.947082,Eucalyptus ficifolia (grafted stock)   Z2R SBY ZMM B93
151.000514,-33.949592,Tristaniopsis laurina   E6F 8Y3 KZN 2YK
151.002654,-33.946954,Waterhousia floribunda   46B NXP 5CT 5YA
151.002641,-33.947014,Waterhousia floribunda   EBU MJB 6PU FSB
151.002704,-33.947214,Eucalyptus ficifolia (grafted stock)   TC2 9RF CO3 4WJ
151.002609,-33.947197,Eucalyptus ficifolia (grafted stock)   32S F5M SPA BBV
151.002567,-33.947347,Callistemon viminalis   7EF 2TC VNP MD9
151.002601,-33.947731,Eucalyptus ficifolia (grafted stock)   6OU 9AS XYS OB6
151.002538,-33.947527,Eucalyptus ficifolia (grafted stock)   3R3 RV9 N8V 9MC
151.002551,-33.947896,Eucalyptus ficifolia (grafted stock)   BGJ FDZ UB6 8OO
151.002493,-33.947606,Callistemon viminalis   564 3KR ZOJ GXV
151.002472,-33.947713,Callistemon viminalis   KHW C71 DFP C89
151.002451,-33.947891,Unident / evergreen / Exotic   KJY BGF GSK 4D4
151.002494,-33.948192,Platanus x hybrida   CE6 62K 1EY 26H
151.00238,-33.948247,Eucalyptus ficifolia (grafted stock)   72M VNN N46 O17
151.002483,-33.94823,Platanus x hybrida   B54 UBJ NSU SZK
151.002458,-33.94832,Platanus x hybrida   189 536 QBZ CF7
151.002449,-33.948359,Eucalyptus ficifolia (grafted stock)   69C 9JJ 7ZK JET
150.999666,-33.946206,Olea africana   SZJ DEF QKO TNH
150.999639,-33.94634,Olea africana   HDT NMZ JBB HMF
150.999617,-33.946459,Olea africana   B3O 5XY KMK 3M8
150.999564,-33.946612,Olea africana   5U6 1Q8 QZF N9V
150.999556,-33.946663,Callistemon viminalis   VQ3 W61 VG5 PES
150.998579,-33.945944,Lophostemon confertus   5MB RD6 T18 QY4
150.99951,-33.946895,Olea africana   XVQ F19 2FC 52X
150.99945,-33.947176,Jacaranda mimosifolia   CNM V3B QGY M93
150.998581,-33.946495,Metrosideros thomasii   R45 AN3 GWV F3D
150.998571,-33.946661,Waterhousia floribunda   XRX CNE SVN 79C
150.999414,-33.947334,Callistemon viminalis   9R2 MK1 GFT 7T5
150.998531,-33.94682,Eucalyptus ficifolia (grafted stock)   NCO NPY EN5 GOG
150.999373,-33.947491,Olea africana   H1M ROM 2KO VDS
150.998506,-33.946924,Tristaniopsis laurina   Q9Z Y6T U6H QQ4
150.999356,-33.947615,Olea africana   MQ4 G7Z NJ2 9R7
150.998465,-33.947105,Callistemon viminalis   82Q TWB GGD FCJ
150.999323,-33.947738,Tristaniopsis laurina   EO3 VVX R41 EJ8
150.998438,-33.947206,Callistemon viminalis   DTK 7Y9 PPK N1K
150.999316,-33.947782,Tristaniopsis laurina   53Y OBE FXQ TFY
150.998398,-33.9474,Callistemon viminalis   OSO 72A PE8 8SY
150.99928,-33.947899,Olea africana   FBA YZU NKJ TSG
150.998388,-33.947474,Tristaniopsis laurina   O3R QB2 JZQ EYG
150.999246,-33.94809,Olea africana   PN7 TM4 N3M C1H
150.998341,-33.947679,Callistemon viminalis   N6A PMJ 88W 4X9
150.998322,-33.947779,Callistemon viminalis   9ZS BXA 63C E9S
150.999181,-33.948357,Olea africana   Q7T 8WG JM4 427
150.999151,-33.948538,Olea africana   OKQ XB2 65P 9TY
150.998246,-33.948063,Callistemon viminalis   JN1 D49 H4Z QTB
150.999107,-33.948699,Olea africana   47O TPH 923 ES7
150.998231,-33.948178,Eucalyptus ficifolia (grafted stock)   WFB 48T QFO D5N
150.998183,-33.948407,Callistemon viminalis   FC1 GXB CHW HX6
150.998771,-33.948969,Callistemon viminalis   WVD 655 1YV RVV
151.000253,-33.949089,Syncarpia glomulifera   7J5 5UG UHX SSS
150.998969,-33.948946,Olea africana   V13 7A9 QE5 9CS
150.998131,-33.948611,Tristaniopsis laurina   QT7 JYS GZQ GDD
150.99931,-33.948921,Olea africana   QDZ KFS RN6 39U
150.998095,-33.948821,Eleaocarpus reticulatus   N2G 9SS RGV CDB
150.998043,-33.948987,Callistemon viminalis   HXO 646 XV8 O5D
150.998005,-33.949165,Callistemon salignus   4A1 4S8 YMO AOD
150.999766,-33.948869,Waterhousia floribunda   HWH FPT V49 CTK
150.997817,-33.949596,Syzygium paniculatum   CD7 NA4 EVP OWG
150.997866,-33.949374,Callistemon salignus   RO3 TUV 72T FP3
150.997666,-33.949867,Tristaniopsis laurina   MDC 5RX A8R 2U4
151.000063,-33.949256,Olea africana   YC7 B25 NM5 BQ7
150.997889,-33.949254,Callistemon salignus   BN7 NB5 F6D AC2
150.997897,-33.949204,Callistemon viminalis   8PF ZJ5 YFE 1NS
151.000031,-33.949425,Olea europaea   TVA A11 KJT K8G
150.9979,-33.949133,Callistemon viminalis   4FY 9SN U1M RTG
150.997953,-33.948965,Tristaniopsis laurina   7N1 OP2 B4Y RN6
150.997992,-33.94883,Callistemon viminalis   MKU Y8Z KN7 U9G
150.998074,-33.948382,Callistemon viminalis   GOU U9C R2Q KXA
150.996784,-33.949758,Callistemon salignus   MBW XWG 81C 5W5
150.998093,-33.948315,Callistemon viminalis   CMA 23P ANJ 99E
150.997028,-33.949929,Tristaniopsis laurina   EKC 6VC ADS 3JZ
150.998111,-33.948254,Callistemon viminalis   W7F VET KBK 7JD
150.999087,-33.94974,Lophostemon confertus   KH1 WQD 47T AJC
150.998114,-33.948178,Callistemon viminalis   75A QV4 26D C5C
150.99896,-33.949752,Lophostemon confertus   XKV K1K T8S YMM
150.998139,-33.948129,Callistemon viminalis   UG5 51S E8Y JS7
150.998224,-33.947768,Callistemon viminalis   16N H1N M6Y 1OQ
150.996806,-33.949623,Callistemon salignus   E4Q KKD SFK ZGT
150.998655,-33.949771,Lophostemon confertus   JUM E7W PUJ 2OC
150.998231,-33.947718,Melaleuca sp.   S8D ONK UO7 O1C
150.996842,-33.949459,Melia azadarach   41E F14 O3F 1YR
150.998246,-33.947625,Callistemon viminalis   W2Z DAB BNT EJ7
150.998254,-33.947563,Callistemon viminalis   8G2 CQ6 DUE MU2
150.996848,-33.949391,Melia azadarach   HJP NQQ 5TP 6JY
150.998321,-33.949801,Tristaniopsis laurina   WTH Q3O X87 3YT
150.996858,-33.949351,Melia azadarach   6MF KA1 EF5 2WX
150.998294,-33.94743,Callistemon salignus   TXD X92 4XX U9X
150.996882,-33.94927,Jacaranda mimosifolia   DE9 KHA 9KR GRM
150.998311,-33.947367,Callistemon viminalis   EZE O7M SVR GWF
150.998139,-33.949831,Tristaniopsis laurina   X9U KVO P1O UA7
150.998307,-33.947324,Callistemon salignus   VSG OGO XMU 7H6
150.998336,-33.947216,Callistemon salignus   XO4 AX6 2VH 3B8
150.998344,-33.947141,Callistemon salignus   K1N R3X WH4 TU7
150.998396,-33.946915,Callistemon viminalis   9EE SRO 4HT P79
150.996912,-33.949154,Nerium oleander   RAJ ANE KMQ E1M
150.996931,-33.949082,Callistemon salignus   GOV CAR MWG E9P
150.996955,-33.94897,Callistemon viminalis   1AP 7YU FME EU2
150.99843,-33.946797,Waterhousia floribunda   SU4 JSX D7G Q3O
150.996992,-33.948825,Callistemon salignus   T39 YQ7 OMZ 3V1
150.998468,-33.946654,Tristaniopsis laurina   W86 9KK W9F MKH
150.998745,-33.945877,Callistemon viminalis   5N9 PED HGO YNC
150.998471,-33.946376,Callistemon viminalis   4AD 9D1 2B5 AV6
150.998472,-33.946362,Callistemon viminalis   ZNM OBV 3B1 Z7O
150.998976,-33.945926,Callistemon viminalis   XTP 63X FEZ VK2
150.998469,-33.946144,Callistemon salignus   8O1 VB5 GC4 551
150.999286,-33.945962,Callistemon viminalis   XWQ HW7 HHE SGR
150.998454,-33.946064,Callistemon viminalis   GHW P4Q JSV 11J
150.998461,-33.945996,Callistemon salignus   7OR J4K WPM 95U
150.999406,-33.945987,Callistemon viminalis   CAD X9Z KXT KQX
150.9971,-33.948292,Tristaniopsis laurina   OM9 OND TF4 DNS
150.995633,-33.94995,Eucalyptus melliodora   JDF 8ZF 2M4 SXB
150.997156,-33.948072,Callistemon viminalis   VH3 5AX WSR 66E
150.997165,-33.947998,Callistemon salignus   JZW DP1 U6B M6D
150.997187,-33.947901,Callistemon viminalis   6B8 6QN J99 DDQ
150.997256,-33.947624,Callistemon viminalis   EUA TXH Q8K U64
150.997456,-33.947875,Callistemon viminalis   FKK OKQ 5T5 F25
150.997285,-33.947478,Callistemon viminalis   QOA 9CW FMU O5B
150.995737,-33.949538,Callistemon sp.   798 Y1Q 7T8 ZT2
150.997458,-33.946761,Callistemon viminalis   KHO RY8 SBS 23R
150.997484,-33.946666,Callistemon viminalis   6EA 7VY 7MO QO8
150.997563,-33.946375,Syncarpia glomulifera   C4M EJ1 UDZ N4E
150.99758,-33.946255,Callistemon salignus   FCJ 742 2WO ZN6
150.997543,-33.945881,Callistemon viminalis   SOE 19W PAJ 3AS
150.997529,-33.945994,Callistemon viminalis   Y41 VDB PK6 TXM
150.995898,-33.948775,Eucalyptus sp.   NOB 3DA 7Q2 H4V
150.997517,-33.946053,Callistemon viminalis   FJO JXR 4H4 3XG
150.995906,-33.948752,Melaleuca sp.   VBC 8Y9 KPC GEO
150.997443,-33.946357,Callistemon viminalis   OA8 U6K MW6 QSQ
150.99595,-33.948584,Syzygium paniculatum   Q8D 8OM 3X9 TTE
150.994551,-33.949246,Melaleuca styphelioides   M8R X16 9PQ A7G
150.994627,-33.949028,Eucalyptus microcorys   GAF 9DY JO1 N9G
150.997378,-33.946622,Callistemon viminalis   JYH 7TK MFJ XJG
150.994812,-33.948831,Grevillea robusta   ZT2 642 E2M UC2
150.997349,-33.946768,Glochidion ferdinandi   9CT 9C9 85G C3H
150.994804,-33.948856,Casuarina glauca   3FO 86C A6S N8R
150.994743,-33.949004,Callistemon viminalis   TWC R6D F1O XFG
150.997264,-33.947066,Callistemon viminalis   TBT FCJ 7UG SAK
150.997202,-33.947323,Callistemon viminalis   25B NHY Y14 XCC
150.994708,-33.949118,Corymbia maculata   G8K 9P5 JBE O56
150.997126,-33.947615,Callistemon viminalis   JPO OJR UA7 482
150.994665,-33.949356,Tristaniopsis laurina   GZU CME ZBD DQ4
150.997083,-33.947865,Callistemon salignus   3XM KDR HSB B5E
150.994639,-33.94944,Robinia pseudoacacia   CV3 72X UPR FK3
150.997025,-33.948123,Callistemon viminalis   8DB XBH 36O XXM
150.996964,-33.948392,Pittosporum rhombifolium   2KK WRF 9HB G1J
